"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","16339","End-to-end purchase flow","chromium","Fri Sep 12 12:13:09 IST 2025","passed","Fri Sep 12 12:13:26 IST 2025","","specs\e2e.spec.js","",""
